Course Title, Full Title, Prerequisite
MUS 363,Jazz Arranging II,MUS 362 
MUS 365,Jazz Composition II,MUS 364 
MUS 369,Jazz Improvisation Styles II,MUS 368 
MUS 400,Counterpoint and Fugue,MUS 202 MUS 208 
MUS 406,Advanced Composition,MUS 206 
MUS 408,Analysis of Musical Form,MUS 202 MUS 208 
MUS 409,Elec Music Techniques II,NULL
MUS 412,Composer Studies in Musicology,MUS 313 MUS 314 
MUS 413,Music and Performance,MUS 313 MUS 314 
MUS 414,Music and Society,MUS 313 MUS 314 
MUS 422,Musical Theatre Repertoire,MUS 181 
MUS 424,Musical Informatics,NULL
MUS 430,Applied Music Pedagogy,NULL
MUS 432,Piano Pedagogy II,NULL
MUS 433,Music Interdisciplinary Curriculum,MUS 240 MUS 342 MUS 343 
MUS 434,Assessment and Evaluation in Music Education,NULL
MUS 436,Jazz Aural Skills II,MUS 107 
MUS 440,Marching Band Procedures,NULL
MUS 443,Orchestral Repertory,NULL
MUS 450,Advanced Ensemble Music,NULL
MUS 451,Basso Continuo,NULL
MUS 452,Special Topics in Harpsichord,NULL
MUS 453,Special Topics in Organ,NULL
MUS 455,Advanced Keyboard Skills II,MUS 180 MUS 175 MUS 202 MUS 208 MUS 454 
MUS 456,Adv Jazz Piano Improvisation,MUS 161 
MUS 459,Professional Internship,NULL
MUS 463,Jazz Listening Seminar II,NULL
MUS 465,Jazz History II,NULL
MUS 466,Applied Jazz Instruction,NULL
MUS 467,Lyric Theatre Voice,NULL
MUS 468,Lyric Studio,NULL
MUS 475,Vocal Repertoire II,MUS 481 
MUS 477,Principles of Accompanying,NULL
MUS 478,Guitar,NULL
MUS 479,Harpsichord,NULL
MUS 480,Piano,NULL
MUS 481,Voice,NULL
MUS 482,Organ,NULL
MUS 483,Violin,MUS 250 
MUS 484,Viola,MUS 250 
MUS 485,Cello,MUS 250 
MUS 486,Double Bass,MUS 250 
MUS 487,Harp,NULL
MUS 488,Flute,NULL
MUS 489,Clarinet,NULL
MUS 490,Oboe,NULL
MUS 491,Bassoon,NULL
MUS 492,Saxophone,NULL
MUS 493,Trumpet,NULL
MUS 494,Horn,NULL
MUS 495,Trombone,NULL
MUS 496,Euphonium,NULL
MUS 497,Tuba,NULL
MUS 498,Percussion,NULL
MUS 499,Proseminar in Music,NULL
MUS 500,Artist Diploma Recital,NULL
MUS 501,Grad Music History Review,NULL
MUS 502,Graduate Theory Review,NULL
MUS 505,Individ Topics in Music Theory,NULL
MUS 506,Graduate Level Composition,NULL
MUS 507,Sem in Music Comp and Theory,NULL
MUS 508,Grad. Jazz Improv. II,MUS 504 
MUS 509,Graduate Seminar in Band Conducting  History  and Literature,NULL
MUS 512,Fdns/Methods of Musicology II,MUS 511 
MUS 514,Musicology and Pedagogy,NULL
MUS 516,Fieldwork and Ethnography,MUS 512 
MUS 522,Special Topics Seminar,MUS 528 
MUS 523,Seminar in Musicology,MUS 528 
MUS 525,Rdgs in Musicol and Mus Theory,NULL
MUS 526,Baroque Performance Practice,NULL
MUS 528,Res & Bibliography in Music,NULL
MUS 530,Critical Readings in Mus Ed,NULL
MUS 533,Research in Music Education,NULL
MUS 540,Graduate Wind Band Conducting,NULL
MUS 544,Doctoral Seminar in Music Education,NULL
MUS 545,Topics in Music Education,NULL
MUS 547,Orchestral Literature II,NULL
MUS 549,Advanced Jazz Harmony II,MUS 548 
MUS 553,Graduate Orchestral Conducting,MUS 333 
MUS 557,Piano Literature,NULL
MUS 558,Vocal Literature,NULL
MUS 559,Organ Literature,NULL
MUS 560,String Instrument Literature,NULL
MUS 561,Wind Instrument Literature,NULL
MUS 563,Hist of Voc Ens and Chor Music,MUS 551 
MUS 564,Choral Conducting Project,NULL
MUS 565,Adv Choral Perform Techniques,NULL
MUS 566,Graduate Applied Jazz Instruc,NULL
MUS 569,Music Education Thesis,MUS 533 
MUS 572,Doctoral Orchestral Conducting,NULL
MUS 573,Doctoral Wind Band Conducting,NULL
MUS 575,Jazz Arranging IV,MUS 574 
MUS 576,Doctoral Projects,NULL
MUS 577,Advanced Accompanying,NULL
MUS 579,Graduate Level Harpischord,NULL
MUS 580,Graduate Level Piano,NULL
MUS 581,Graduate Level Voice,NULL
MUS 582,Graduate Level Organ,NULL
MUS 583,Graduate Level Violin,MUS 450 
MUS 584,Graduate Level Viola,MUS 450 
MUS 585,Graduate Level Cello,MUS 450 
MUS 586,Graduate Level Double Bass,MUS 450 
MUS 587,Graduate Level Harp,NULL
MUS 588,Graduate Level Flute,NULL
MUS 589,Graduate Level Clarinet,NULL
MUS 590,Graduate Level Oboe,NULL
MUS 591,Graduate Level Bassoon,NULL
MUS 592,Graduate Level Saxophone,NULL
MUS 593,Graduate Level Trumpet,NULL
MUS 594,Graduate Level Horn,NULL
MUS 595,Graduate Level Trombone,NULL
MUS 596,Graduate Level Euphonium,NULL
MUS 597,Graduate Level Tuba,NULL
MUS 598,Graduate Level Percussion,NULL
MUS 599,Thesis Research,NULL
MUSE 250,The World Through Museums,NULL
MUSE 390,Museum Internship,NULL
NEUR 302,Applied Neuroscience,NULL
NEUR 405,Cognitive Neuroscience,NULL
NEUR 413,Psychopharmacology,NULL
NEUR 419,Brain  Behavior & Info Process,NULL
NEUR 432,Genes and Behavior,NULL
NEUR 445,Cognitive Neuroscience Lab,NULL
NEUR 462,Integrative Neuroscience,NULL
NEUR 510,Advances in Behavioral Neuroscience,NULL
NEUR 520,Advanced Topics in Neuroscience,NULL
NEUR 543,Interdisciplinary Approaches to Neuroscience II,NEUR 542 
NEUR 590,Indiv Topics Neuroscience,NULL
NEUR 598,Proseminar in Psychology,NULL
NEUR 599,Thesis Research,NULL
NPRE 101,Introduction to Energy Sources,NULL
NPRE 199,Undergraduate Open Seminar,NULL
NPRE 247,Modeling Nuclear Energy System,PHYS 212 MATH 285 
NPRE 397,Independent Study,NULL
NPRE 402,Nuclear Power Engineering,NULL
NPRE 421,Plasma and Fusion Science,NULL
NPRE 429,Plasma Engineering,ECE 329 PHYS 435 
NPRE 441,Radiation Protection,NPRE 446 
NPRE 442,Radioactive Waste Management,MATH 231 PHYS 102 PHYS 212 
NPRE 447,Radiation Interact w/Matter II,NPRE 446 
NPRE 451,NPRE Laboratory,NPRE 446 
NPRE 455,Neutron Diffusion & Transport,NPRE 247 
NPRE 458,Design in NPRE,NPRE 448 
NPRE 470,Fuel Cells & Hydrogen Sources,CHEM 102 MATH 285 PHYS 212 
NPRE 475,Wind Power Systems,CS 101 MATH 241 CHBE 421 ECE 110 ECE 205 ME 310 TAM 335 
NPRE 483,Seminar on Security,NULL
NPRE 498,Special Topics,NULL
NPRE 521,Interact of Radiation w/Matter,NPRE 446 
NPRE 554,Independent Lab Investigations,NULL
NPRE 558,Advanced Design in NPRE,NPRE 448 NPRE 501 
NPRE 560,Reactor Kinetics and Dynamics,NPRE 555 
NPRE 595,Student Research Seminar,NULL
NPRE 596,Seminar in Nuclear Sci & Engrg,NULL
NPRE 597,Independent Study,NULL
NPRE 598,Special Topics,NULL
NPRE 599,Thesis Research,NULL
NRES 101,Wildlife Conserv 21st Century,NULL
NRES 102,Introduction to NRES,NULL
NRES 105,Climate Change Impacts on Ecological Systems,NULL
NRES 108,Env Sc & Nat Resource Careers,NULL
NRES 199,Undergraduate Open Seminar,NULL
NRES 201,Introductory Soils,MATH 234 CHEM 102 CHEM 104 
NRES 210,Environmental Economics,NULL
NRES 220,Communicating Agriculture,NULL
NRES 223,Watching the Environment,NULL
NRES 242,Nature and American Culture,NULL
NRES 285,Field Experience,NRES 201 NRES 219 
NRES 287,Environment and Society,NRES 102 
NRES 293,Professional Internship,NULL
NRES 294,Resident Internship,NULL
NRES 295,Undergrad Research or Thesis,NULL
NRES 310,Natural Resource Economics,NULL
NRES 325,Natural Resource Policy Mgmt,ECON 102 ACE 100 
NRES 330,Environmental Communications,NULL
NRES 352,Plant Genetics,NULL
NRES 362,Ecology of Invasive Species,NRES 219 
NRES 396,UG Honors Research or Thesis,NULL
NRES 401,Watershed Hydrology,CHEM 102 
NRES 407,Wildlife Population Ecology,NRES 348 
NRES 420,Restoration Ecology,NRES 219 LA 450 
NRES 421,Quantitative Methods in NRES,MATH 220 MATH 221 MATH 234 
NRES 427,Modeling Natural Resources,MATH 220 MATH 221 MATH 234 
NRES 439,Env and Sustainable Dev,NRES 219 ACE 210 
NRES 440,Applied Statistical Methods I,NULL
NRES 441,Biogeography,NULL
NRES 452,Community Ecology,NULL
NRES 455,Adv GIS for Nat Res Planning,GEOG 479 NRES 454 
NRES 456,Integrative Ecosystem Management,NRES 219 NRES 287 
NRES 460,Aerial Photo Analysis,NULL
NRES 461,Ornithology,NULL
NRES 474,Soil and Water Conservation,NRES 201 
NRES 477,Introduction to Remote Sensing,NULL
NRES 488,Soil Fertility and Fertilizers,NRES 201 
NRES 499,Special Topics,NULL
NRES 500,Graduate Seminar,NULL
NRES 501,Special Problems,NULL
NRES 502,Research Methods in NRES,NULL
NRES 503,Capstone Research Project,NULL
NRES 505,Capstone Internship Experience,NULL
NRES 507,Capstone Group Research Project,NULL
NRES 511,Principles of Applied Ecology,NULL
NRES 512,Discussions in NRES,NULL
NRES 516,Ecosystem Biogeochemistry,NULL
NRES 522,Terrestrial Remote Sensing Applications,NULL
NRES 592,Sustainable Urban Systems,NULL
NRES 594,NRES Professional Orientation,NULL
NRES 599,Thesis Research,NULL
NS 100,Leadership Laboratory,NULL
NS 102,Sea Power and Maritime Affairs,NULL
NS 303,Leadership and Management,NULL
NS 306,Naval Weapons Systems,NULL
NS 307,Navigation/Naval Operations II,NS 204 
NUTR 426,Biochemical Nutrition I,NULL
NUTR 427,Biochemical Nutrition II,NULL
NUTR 500,Nutritional Sciences Seminar,NULL
NUTR 510,Topics in Nutrition Research,NULL
NUTR 511,Regulation of Metabolism,MCB 450 MCB 244 MCB 246 FSHN 426 ANSC 520 
NUTR 520,Protein and Energy Nutrition,NULL
NUTR 561,Advanced Clinical Nutrition,NULL
NUTR 590,Disciplinary Seminar,NULL
NUTR 591,Animal Sciences Seminar,NULL
NUTR 593,Individual Topics in Nutrition,NULL
NUTR 599,Thesis Research,NULL
PATH 290,Undergraduate Research,NULL
PATH 410,Comparative Immunobiology,NULL
PATH 433,Virology & Viral Pathogenesis,MCB 300 MCB 354 
PATH 521,Biophysics of Viruses,NULL
PATH 527,Parasitology/Epidemiology Sem,VM 607 
PATH 542,Ocular Pathology,NULL
PATH 545,Vet Diagnostic Path 1,NULL
PATH 547,Pathology Seminar,PATH 545 
PATH 551,Interpretive Cytopathology,NULL
PATH 552,Diagnostic Cytology,NULL
PATH 556,Exotic/Wild Animal Diag Path 1,VM 605 VM 608 
PATH 557,Exotic/Wild Animal Diag Path 2,PATH 556 
PATH 558,Exotic/Wild Animal Path Sem,PATH 556 PATH 557 
PATH 559,Surgical Pathology,PATH 545 PATH 546 
PATH 590,Seminar,NULL
PATH 592,Special Problems,NULL
PATH 596,Interdisciplinary Tox Sem,NULL
PATH 598,Non-Thesis Research,NULL
PATH 599,Thesis Research,NULL
PATH 636,Advanced Clinical Pathology,NULL
PATH 692,Special Problems,NULL
PBIO 599,Thesis Research,NULL
PERS 202,Elementary Persian II,PERS 201 
PERS 403,Intermediate Persian I,PERS 202 
PERS 404,Intermediate Persian II,PERS 403 
PERS 454,Advanced Persian II,PERS 453 
PHIL 100,Intro to Philosophy-ACP,NULL
PHIL 101,Introduction to Philosophy,NULL
PHIL 102,Logic and Reasoning,NULL
PHIL 103,Logic and Reasoning QR II,NULL
PHIL 104,Intro to Ethics-ACP,NULL
PHIL 105,Introduction to Ethics,NULL
PHIL 107,Intro to Political Philosophy,NULL
PHIL 109,Religion & Society in West II,NULL
PHIL 110,World Religions,NULL
PHIL 191,Freshman Honors Tutorial,NULL
PHIL 199,Undergraduate Open Seminar,NULL
PHIL 202,Symbolic Logic,NULL
PHIL 203,Ancient Philosophy,NULL
PHIL 206,Early Modern Philosophy,NULL
PHIL 214,Biomedical Ethics,NULL
PHIL 307,Elmnts Semantics & Pragmatics,NULL
PHIL 316,Ethics and Engineering,NULL
PHIL 390,Individual Study,NULL
PHIL 412,Classical Modern Philosophers,PHIL 206 
PHIL 414,Major Recent Philosophers,NULL
PHIL 419,Space  Time  and Matter-ACP,NULL
PHIL 420,Space  Time  and Matter,NULL
PHIL 421,Ethical Theories,NULL
PHIL 426,Metaphysics,NULL
PHIL 438,Philosophy of Language,NULL
PHIL 441,Existential Philosophy,NULL
PHIL 453,Formal Logic and Philosophy,NULL
PHIL 471,Contemporary Phil of Science,NULL
PHIL 492,Thesis,NULL
PHIL 501,Seminar on the History of Philosophy,NULL
PHIL 511,Seminar Ethical Theory,NULL
PHIL 551,Pragmatics,NULL
PHIL 583,Individual Topics,NULL
PHIL 590,Directed Research,NULL
PHIL 599,Thesis Research,NULL
PHYS 101,College Physics: Mech & Heat,NULL
PHYS 102,College Physics: E&M & Modern,PHYS 101 
PHYS 123,Physics Made Easy,NULL
PHYS 199,Undergraduate Open Seminar,NULL
PHYS 211,University Physics: Mechanics,MATH 231 
PHYS 212,University Physics: Elec & Mag,PHYS 211 MATH 241 
PHYS 213,Univ Physics: Thermal Physics,PHYS 211 MATH 241 
PHYS 214,Univ Physics: Quantum Physics,PHYS 212 
PHYS 221,Enrichment Mechanics,PHYS 100 PHYS 211 
PHYS 225,Relativity & Math Applications,PHYS 212 
PHYS 280,Nuclear Weapons & Arms Control,NULL
PHYS 298,Freshmen/Sophomore Special Topics in Physics,NULL
PHYS 325,Classical Mechanics I,PHYS 225 MATH 285 
PHYS 326,Classical Mechanics II,PHYS 325 
PHYS 330,Atmospheric Dynamics II,NULL
PHYS 398,Sophomore/Junior Special Topics in Physics,NULL
PHYS 401,Classical Physics Lab,PHYS 325 
PHYS 402,Light,MATH 285 PHYS 102 PHYS 214 
PHYS 403,Modern Experimental Physics,PHYS 486 
PHYS 419,Space  Time  and Matter-ACP,PHIL 101 PHYS 101 PHYS 211 
PHYS 420,Space  Time  and Matter,PHIL 101 PHYS 101 PHYS 211 
PHYS 427,Thermal & Statistical Physics,PHYS 213 PHYS 214 PHYS 325 
PHYS 435,Electromagnetic Fields I,MATH 285 PHYS 325 
PHYS 436,Electromagnetic Fields II,PHYS 435 
PHYS 470,Subatomic Physics,PHYS 485 PHYS 486 
PHYS 486,Quantum Physics I,NULL
PHYS 487,Quantum Physics II,PHYS 486 
PHYS 496,Intro to Physics Research,NULL
PHYS 497,Individual Study,NULL
PHYS 498,Special Topics in Physics,NULL
PHYS 504,Statistical Physics,PHYS 427 PHYS 486 
PHYS 509,Mathematical Physics II,PHYS 508 
PHYS 513,Quantum Optics & Information,PHYS 580 
PHYS 560,Condensed Matter Physics I,PHYS 427 PHYS 580 
PHYS 575,Particle Physics I,PHYS 570 PHYS 582 
PHYS 581,Quantum Mechanics II,PHYS 580 
PHYS 583,Advanced Field Theory,PHYS 582 
PHYS 597,Individual Study,NULL
PHYS 598,Special Topics in Physics,NULL
PHYS 599,Thesis Research,NULL
PLPA 200,Plants  Pathogens  and People,RHET 105 
PLPA 204,Introductory Plant Pathology,NULL
PLPA 295,Undergrad Research or Thesis,NULL
PLPA 599,Thesis Research,NULL
POL 102,Elementary Polish II,POL 101 
POL 115,Intro to Polish Culture,NULL
POL 199,Undergraduate Open Seminar,NULL
POL 202,Second Yr Polish II,POL 201 
PORT 199,Undergraduate Open Seminar,NULL
PORT 400,Intensive Beginning Portuguese,NULL
PORT 401,Intensive Intermediate Portuguese,PORT 400 
PORT 402,Advanced Grammar,PORT 401 
PORT 403,Readings in Portuguese,PORT 401 
PORT 406,Brazilian Film,PORT 402 
PORT 435,Introduction to Romance Linguistics,NULL
PORT 460,Principles of Language Testing,NULL
PORT 489,Theoretical Foundations of SLA,NULL
PORT 588,Sem Second Lang Learn,NULL
PORT 595,Special Topics Port & Braz Lit,NULL
PORT 599,Thesis Research,NULL
PS 100,Intro to Political Science,NULL
PS 101,Intro to US Gov & Pol,NULL
PS 125,Washington Experience,NULL
PS 191,Topics in Civic Leadership,NULL
PS 199,Undergraduate Open Seminar,NULL
PS 220,Intro to Public Policy,PS 100 PS 101 
PS 224,Politics of the National Parks,NULL
PS 231,Strategic Models,NULL
PS 240,Intro to Comp Politics,NULL
PS 241,Comp Politics in Dev Nations,NULL
PS 270,Intro to Political Theory,NULL
PS 273,Environment and Society,NULL
PS 280,Intro to Intl Relations,NULL
PS 282,Governing Globalization,NULL
PS 283,Intro to Intl Security,NULL
PS 299,Study Abroad,NULL
PS 300,Special Topics,NULL
PS 301,The US Constitution I,PS 101 
PS 318,Interests Grps & Soc Movements,PS 101 
PS 321,Principles of Public Policy,PS 101 
PS 343,Gov & Pol of China,PS 240 PS 241 
PS 355,Democratization,PS 240 PS 241 
PS 376,American Political Theory,PS 270 
PS 377,Topics Contemp Pol Theory,PS 270 
PS 385,Politics of the European Union,PS 240 PS 241 
PS 386,International Law,PS 280 PS 283 
PS 389,International Communications,NULL
PS 390,American Foreign Policy,PS 280 PS 283 
PS 391,Soviet & Post-Sov Foreign Pol,PS 280 PS 283 
PS 396,International Conflict,PS 280 PS 281 PS 283 
PS 397,Authoritarian Regimes,PS 240 PS 241 
PS 399,Politics of International Treaties,PS 280 
PS 411,Campaigning to Win,NULL
PS 418,Language & Minorities in Europe,NULL
PS 490,Individual Study,NULL
PS 491,Internship,NULL
PS 496,Senior Honors Thesis,NULL
PS 514,Founds of Organizational Behav,NULL
PS 522,Research Design and Techniques,PS 521 
PS 525,Formal Theory I: Game Theory,NULL
PS 531,Quant Pol Analysis II,PS 530 
PS 546,Comparative Political Behavior,PS 540 PS 541 
PS 584,International Cooperation,PS 580 
PS 590,Research in Selected Topics,NULL
PS 598,Dissertation Design Seminar,NULL
PS 599,Thesis Research,NULL
PSM 502,PSM Industry Seminar II,PSM 501 
PSM 503,PSM Industry Seminar III,PSM 502 
PSM 520,Special Topics-Sci & Business,NULL
PSM 555,PSM Internship,NULL
PSYC 100,Intro Psych,NULL
PSYC 102,Psych Orientation,NULL
PSYC 199,Undergraduate Open Seminar,NULL
PSYC 201,Intro to Social Psych,PSYC 100 PSYC 103 
PSYC 207,Psychology of Prejudice and Discrimination,NULL
PSYC 210,Behavioral Neuroscience,PSYC 100 PSYC 103 
PSYC 216,Child Psych,PSYC 100 PSYC 103 
PSYC 224,Cognitive Psych,PSYC 100 PSYC 103 
PSYC 230,Perception & Sensory Processes,NULL
PSYC 235,Intro to Statistics,PSYC 100 PSYC 103 
PSYC 238,Psychopathology and Problems in Living,PSYC 100 PSYC 103 
PSYC 239,Community Psych,PSYC 100 PSYC 103 
PSYC 245,Industrial Org Psych,PSYC 100 PSYC 103 
PSYC 248,Learning and Memory,PSYC 100 PSYC 103 
PSYC 250,Psych of Personality,PSYC 100 PSYC 103 
PSYC 290,Research Experience in Psych,NULL
PSYC 302,Applied Neuroscience,PSYC 100 
PSYC 308,Psychology of Religion and Spirituality,PSYC 100 
PSYC 311,Behavioral Neuroscience Lab,PSYC 210 
PSYC 318,Psych of the Infant,PSYC 216 
PSYC 322,Intro Intellectual Disability,NULL
PSYC 327,Psychology of Human Sexuality,PSYC 100 
PSYC 328,Psychology of Gender,PSYC 100 
PSYC 329,Animal Behavior,NULL
PSYC 331,Cognitive Psych Lab,PSYC 224 PSYC 248 PSYC 235 
PSYC 332,Social Psych Methods Lab,PSYC 201 PSYC 235 
PSYC 341,Advanced Community Projects,PSYC 340 
PSYC 350,Personality Lab,PSYC 235 PSYC 250 
PSYC 353,Social Cognition,PSYC 201 PSYC 235 
PSYC 358,Human Factors,NULL
PSYC 361,The Psychology of Aging,PSYC 100 PSYC 216 PSYC 224 
PSYC 363,Developmental Child Psych Lab,PSYC 216 PSYC 235 
PSYC 365,Stress  Trauma and Resilience,PSYC 100 
PSYC 379,Clinical/Abnormal Psych Lab,PSYC 238 
PSYC 383,Adv Prac in Mental Hlth I,NULL
PSYC 385,Adv Prac in Mental Hlth II,NULL
PSYC 396,Intermediate Current Topics in Psychology,PSYC 100 
PSYC 398,Junior Honors Seminar,NULL
PSYC 402,Intro Clin Neuropsych,PSYC 210 PSYC 238 
PSYC 404,Cognitive Neuroscience,PSYC 210 PSYC 224 
PSYC 413,Psychopharmacology,PSYC 210 MCB 150 
PSYC 420,Theories of Psychotherapy,NULL
PSYC 427,Language and the Brain,NULL
PSYC 432,Genes and Behavior,NULL
PSYC 443,Psychophysiology in Ex & Sport,NULL
PSYC 445,Cognitive Neuroscience Lab,PSYC 204 PSYC 210 PSYC 220 PSYC 235 
PSYC 455,Organizational Psych,PSYC 201 PSYC 245 
PSYC 465,Personality and Soc Dev,PSYC 216 EPSY 236 
PSYC 492,Capstone Undergrad Research,NULL
PSYC 494,Advanced Research in Psych,NULL
PSYC 496,Adv Current Topics in Psych,PSYC 100 
PSYC 499,Senior Honors Seminar II,PSYC 498 
PSYC 500,Professional Develop for Psych,NULL
PSYC 501,Best Psych Research Practices,NULL
PSYC 504,Theories of Attention,NULL
PSYC 507,Statistical Methods II,PSYC 506 
PSYC 510,Advances in Behavioral Neuroscience,NULL
PSYC 515,Neurotoxicology,NULL
PSYC 524,Dev Psycholinguistics,LING 425 PSYC 425 PSYC 462 
PSYC 525,Psycholinguistics,NULL
PSYC 534,Models of Decision and Choice,PSYC 407 
PSYC 535,Cultural Psychology,NULL
PSYC 537,Development & Psychopathology,NULL
PSYC 539,Intro to Clin-Comm Psych II,NULL
PSYC 541,Personality and Behav Dynamics,NULL
PSYC 543,Interdisciplinary Approaches to Neuroscience II,NULL
PSYC 545,Intro to Clin-Comm Psych IV,NULL
PSYC 546,Intervention & Assessment,PSYC 538 PSYC 539 PSYC 532 PSYC 545 
PSYC 553,Founds of Organizational Behav,NULL
PSYC 567,Personality Assessment,PSYC 407 
PSYC 570,Prin and Meth of Tchg Psych,NULL
PSYC 573,Clin/Comm: History & Systems,NULL
PSYC 574,Microskills & Prof Standards,NULL
PSYC 575,Clinical/Community: Diversity,NULL
PSYC 576,Clinical/Community: Biological,NULL
PSYC 577,Clinical/Community:Cog/Affect,NULL
PSYC 578,Clinical/Community:Development,NULL
PSYC 579,Clinical/Community: Social,NULL
PSYC 581,Applied Regression Analysis,NULL
PSYC 587,Hierarchical Linear Models,NULL
PSYC 590,Individual Research,NULL
PSYC 593,Seminar,NULL
PSYC 596,Theories of Measurement II,NULL
PSYC 598,Proseminar in Psychology,NULL
PSYC 599,Thesis Research,NULL
REES 115,Intro to Polish Culture,NULL
REES 201,Introduction to Eastern Europe,NULL
REES 390,Individual Study or Research,NULL
REES 477,Post-Communist Fiction,NULL
REES 493,Honors Senior Thesis,NULL
REES 590,Individual Study or Research,NULL
REES 599,Thesis Research,NULL
REHB 199,Undergraduate Open Seminar,NULL
REHB 322,Intro Intellectual Disability,NULL
REHB 330,Disability in American Society,NULL
REHB 407,Disability  Culture & Society,NULL
REHB 419,Counseling Pre-Practicum,NULL
REHB 435,Work and Disability,NULL
REHB 583,Counseling Internship,REHB 401 REHB 520 REHB 536 
REHB 585,Rehabilitation Practicum,REHB 301 
REHB 593,Special Problems,REHB 401 
REHB 594,Special Topics,REHB 401 
REHB 599,Thesis Research,NULL
REL 109,Religion & Society in West II,NULL
REL 110,World Religions,NULL
REL 112,Elementary Greek II,NULL
REL 115,Language and Culture in India,NULL
REL 121,Introduction to Christianity,NULL
REL 132,Zen,NULL
REL 160,Ancient Greek & Roman Religion,NULL
REL 202,New Testament in English,NULL
REL 208,Cultures & Literatures of South Asia,NULL
REL 235,History of Religion in America,NULL
REL 286,Introduction to Hinduism,NULL
REL 287,Introduction to Buddhism,NULL
REL 308,Psychology of Religion and Spirituality,NULL
REL 320,Lit Responses to the Holocaust,NULL
REL 332,Interfaith Service and Theory,NULL
REL 345,Medieval Civilization,NULL
REL 350,South Asian Goddesses,NULL
REL 439,Catholicism in the United States,NULL
REL 480,Islamic Law,NULL
REL 481,Muslim Ethics in Global Age,NULL
REL 488,History of Chinese Buddhism,NULL
REL 495,Topics in Asian Religions,NULL
REL 590,Independent Study,NULL
RHET 102,Principles of Research,RHET 101 
RHET 105,Writing and Research,NULL
RHET 199,Undergraduate Open Seminar,NULL
RHET 233,Adv Rhetoric & Composition,NULL
RMLG 435,Introduction to Romance Linguistics,NULL
RST 100,Recreation  Sport  and Tourism in Modern Society,NULL
RST 101,Orientation to Recreation  Sport and Tourism,NULL
RST 120,Foundations of Recreation,NULL
RST 130,Foundations of Sport Mgt,NULL
RST 150,Foundations of Tourism,NULL
RST 180,Professional Applications,NULL
RST 199,Undergraduate Open Seminar,NULL
RST 200,Leadership in Recreation  Sport and Tourism,NULL
RST 224,Politics of the National Parks,NULL
RST 230,Diversity in Recreation  Sport  and Tourism,NULL
RST 240,Financial Resource Management in Recreation  Sport and Tourism,RST 100 RST 210 
RST 242,Nature and American Culture,NULL
RST 255,Ethical Issues in Recreation  Sport and Tourism,NULL
RST 316,Leisure and Human Development,RST 100 
RST 325,Marketing in Recreation  Sport and Tourism,NULL
RST 335,Leisure and Consumer Culture,NULL
RST 340,Facility Management in Recreation  Sport and Tourism,RST 100 RST 110 
RST 346,Case Study: Endless Summer,NULL
RST 350,Tourism and Culture,NULL
RST 354,Legal Aspects of Sport,NULL
RST 360,Communication in Recreation  Sport & Tourism,RST 210 
RST 365,Civic Engagement in Wellness,NULL
RST 370,Research Methods & Analysis,NULL
RST 393,Special Problems,NULL
RST 410,Strategic Thinking in Recreation  Sport and Tourism,RST 210 RST 240 RST 325 
RST 429,Contemporary Issues in Recreation  Sport and Tourism,RST 120 RST 130 RST 150 
RST 440,HR Management in RST,NULL
RST 441,Community Planning and Engagement,NULL
RST 460,Event Management in Recreation  Sport and Tourism,RST 210 RST 240 RST 325 
RST 480,Orientation to Practicum,RST 100 RST 110 
RST 485,Practicum,RST 480 RST 410 
RST 503,Adv Leisure Research Methods,RST 100 RST 370 
RST 512,Managing Recreation  Sport & Tourism Organizations,RST 410 
RST 515,Marketing in RST,NULL
RST 516,Finance & Budgeting in RST,NULL
RST 518,Event Management,NULL
RST 520,Critical Issues Sport Mgt,NULL
RST 551,Contemporary Issues in Leisure,RST 550 
RST 570,Cultural Aspects of Tourism,NULL
RST 584,Management Internship,RST 484 
RST 590,Doctoral Research Seminar and Colloquium,NULL
RST 593,Special Problems,NULL
RST 594,Special Topics in Leisure,NULL
RST 599,Thesis Research,NULL
RUSS 102,First-Year Russian II,RUSS 101 
RUSS 191,Freshman Honors Tutorial,NULL
RUSS 199,Undergraduate Open Seminar,NULL
RUSS 202,Second-Year Russian II,RUSS 201 
RUSS 225,Russian Lit and Revolution,NULL
RUSS 260,Medicine & Russian Literature,NULL
RUSS 290,Readings in Russian,RUSS 202 
RUSS 302,Third Year Russian II,RUSS 301 
RUSS 323,Tolstoy,NULL
RUSS 402,Fourth Year Russian II,RUSS 401 
RUSS 493,Honors Senior Thesis,NULL
RUSS 502,Russian for Grad Students II,RUSS 501 
SAME 150,Lang&Culture of Arab World,NULL
SAME 208,Cultures & Literatures of South Asia,NULL
SAME 350,South Asian Goddesses,NULL
SAME 481,Muslim Ethics in Global Age,NULL
SAME 590,Independent Study,NULL
SBC 504,Managing Projects & Teams,NULL
SBC 505,Consumer Insights II,NULL
SBC 506,Measurement and Evaluation,NULL
SBC 507,Promotional Strategy,NULL
SCAN 102,Beginning Scandinavian II,SCAN 101 
SCAN 104,Intermediate Scandinavian II,SCAN 103 
SCAN 199,Undergraduate Open Seminar,NULL
SCAN 225,Vikings to Volvos: Scandinavia,NULL
SCAN 493,Honors Senior Thesis,NULL
SCAN 496,Special Topics in Scan Studies,NULL
SCAN 593,Research in Special Topics,NULL
SE 101,Engineering Graphics & Design,NULL
SE 199,Undergraduate Open Seminar,NULL
